ID,Count
18532,243.91490141647716
18533,218.34407091462094
18534,234.77916623176506
18535,272.2818205657753
18536,313.5495051577278
18537,405.17446944965434
18538,575.0991438853006
18539,637.5728077241911
18540,644.3277149516754
18541,569.8576311732637
18542,609.3166247589502
18543,601.6204599669804
18544,586.2650424443937
18545,599.9225051447712
18546,614.6873296857201
18547,652.2453521117592
18548,626.7852577939595
18549,585.0377164044265
18550,587.160159932188
18551,573.2812248636965
18552,513.0501717148168
18553,409.4408784363271
18554,346.5130940111127
18555,286.3113900760663
18556,240.98916226126755
18557,215.72505176543004
18558,231.963009467735
18559,269.015822551489
18560,309.7885046653053
18561,400.31443505619995
18562,568.2008770159067
18563,629.9251744019837
18564,636.5990570735655
18565,563.0222358171932
18566,602.0079220244113
18567,594.404072095314
18568,579.232841541336
18569,592.7264841013643
18570,607.3142057878816
18571,644.4217228279604
18572,619.2670202447712
18573,578.0202371761435
18574,580.1172221685804
18575,566.4047637832546
18576,528.2328846972258
18577,421.5574777150808
18578,356.7674690041721
18579,294.78421378566594
18580,248.120763582547
18581,222.10901131683713
18582,238.82749951071287
18583,276.9768178823633
18584,318.956087507861
18585,412.1609551535598
18586,585.0156668896755
18587,648.5665737243397
18588,655.4379568562415
18589,579.6837739676536
18590,619.8231650496367
18591,611.9942941042733
18592,596.3741007552511
18593,610.2670611858716
18594,625.2864778676237
18595,663.4921190518311
18596,637.5930124112338
18597,595.1256117435796
18598,597.2846528915815
18599,583.1664012107351
18600,512.2615948039163
18601,408.81155280520113
18602,345.9804906901772
18603,285.87131897973046
18604,240.61875308958494
18605,215.3934744571983
18606,231.6064738235935
18607,268.60233537610816
18608,309.3123483836985
18609,399.6991371029211
18610,567.3275314503638
18611,628.9569563299224
18612,635.6205809993223
18613,562.1568500129061
18614,601.0826137920781
18615,593.4904512589094
18616,578.3425394421317
18617,591.8154417791694
18618,606.380741602994
18619,643.4312230298483
18620,618.3151841461397
18621,577.1317988942754
18622,579.2255607439504
18623,565.5341789095557
18624,499.56339627106297
18625,398.67772604032024
18626,337.4041519526234
18627,278.7849966786359
18628,234.65417419385744
18629,210.05419247884592
18630,225.8652958474623
18631,261.9440853421593
18632,301.64495803415895
18633,389.7911934900764
18634,553.2643307330275
18635,613.3660543745384
18636,619.8644977579338
18637,548.2218227524695
18638,586.1826750849809
18639,578.7787109022601
18640,564.0062931563998
18641,577.1452224015158
18642,591.3494702340735
18643,627.4815256581429
18644,602.9880758018751
18645,562.8255650553177
18646,564.8674256812479
18647,551.515432718644
18648,384.4011916511383
18649,306.7722617761822
18650,259.623821614536
18651,214.51788849553427
18652,180.5603550206656
18653,161.63130145823115
18654,173.79753906007025
18655,201.55924013467606
18656,232.10804112031542
18657,299.9343034160248
18658,425.72268028309986
18659,471.9694116500001
18660,476.9697967845012
18661,421.84260001479873
18662,451.05250006278493
18663,445.3553399505257
18664,433.98834423493906
18665,444.0984125396675
18666,455.02821611234685
18667,482.8309039503505
18668,463.9838239147106
18669,433.07980431295954
18670,434.6509635765322
18671,424.3769482182139
18672,378.7947262025671
18673,302.29800903299844
18674,255.83722569048146
18675,211.38915956317925
18676,177.9268944232702
18677,159.27391983009204
18678,171.26271367724132
18679,198.6195122144752
18680,228.72276099855765
18681,295.55978183423605
18682,419.5135437103744
18683,465.0857696200878
18684,470.0132244747274
18685,415.69005415103675
18686,444.4739297773196
18687,438.8598623609679
18688,427.6586535110768
18689,437.6212671516048
18690,448.3916602765
18691,475.7888477879525
18692,457.2166511432106
18693,426.76336458256935
18694,428.311608594273
18695,418.18743905687194
18696,527.8407639177802
18697,421.2445448183764
18698,356.50263138788677
18699,294.5653879249016
18700,247.93657719424894
18701,221.94413411747576
18702,238.65021175000322
18703,276.771210906988
18704,318.7193182470563
18705,411.85499753586146
18706,584.581394798834
18707,648.0851261700911
18708,654.951408498564
18709,579.253459877287
18710,619.3630544627371
18711,611.5399950884935
18712,595.9313970084683
18713,609.8140443392599
18714,624.8223117238995
18715,662.999591883577
18716,637.119710812188
18717,594.6838347821193
18718,596.8412732186613
18719,582.7335018771005
18720,521.6120576599894
18721,416.2737113554665
18722,352.2957752243667
18723,291.0894129708675
18724,245.0108385710273
18725,219.32511544450182
18726,235.8340554980357
18727,273.5052134865591
18728,314.95831843849754
18729,406.9949640261084
18730,577.683129183754
18731,640.437494238455
18732,647.2227520257582
18733,572.4180657640982
18734,612.0543530571416
18735,604.3236085289849
18736,588.8991973840776
18737,602.6180246043075
18738,617.4491891667182
18739,655.1759640223509
18740,629.6014746300428
18741,587.6663568298264
18742,589.798336735673
18743,575.8570420470074
18744,536.7947696600896
18745,428.39030985028637
18746,362.55014955397667
18747,299.5622361322826
18748,252.14243943089815
18749,225.70907458287212
18750,242.69854509688687
18751,281.4662083023637
18752,324.1259006879184
18753,418.8414833570084
18754,594.49791796962
18755,659.0788923547283
18756,666.0616505895732
18757,589.0796028365712
18758,629.8695949297359
18759,621.9138293998716
18760,606.0404554889677
18761,620.1586005539542
18762,635.4214600836694
18763,674.246359012383
18764,647.9274656108294
18765,604.7717302905594
18766,606.9657663479559
18767,592.6186783900241
18768,520.8234806296063
18769,415.64438562898715
18770,351.7631718227329
18771,290.6493418078536
18772,244.64042934322157
18773,218.99353808603058
18774,235.4775197998731
18775,273.09172624852806
18776,314.48216208474514
18777,406.37966597960167
18778,576.8097834858847
18779,639.4692760196926
18780,646.2442758032597
18781,571.5526798286909
18782,611.1290446846089
18783,603.4099875541515
18784,588.0088951499779
18785,601.7069821440745
18786,616.5157248403953
18787,654.1854640741617
18788,628.6496383871926
18789,586.7779184133453
18790,588.9066751759415
18791,574.9864570414004
18792,508.12528134798015
18793,405.51055826654647
18794,343.18683257945946
18795,283.5630190889009
18796,238.67585009578158
18797,213.65425579283763
18798,229.73634148520273
18799,266.43347582196316
18800,306.8147712830837
18801,396.47172178251685
18802,562.7465819392856
18803,623.8783731449623
18804,630.4881916327845
18805,557.6176517465495
18806,596.2291050989091
18807,588.6982463299971
18808,573.6726480188826
18809,587.0367619013641
18810,601.484452585128
18811,638.2357657619527
18812,613.3225291391365
18813,572.471683730794
18814,574.5485392665851
18815,560.9677100238475
18816,392.96307738540037
18817,313.6050945270039
18818,265.4065026853414
18819,219.29591127263532
18820,184.5820312313568
18821,165.2313650486202
18822,177.66858499501296
18823,206.04863095915601
18824,237.27785476615628
18825,306.61483222136746
18826,435.20493221736456
18827,482.48173122751473
18828,487.5934914749934
18829,431.2384297302502
18830,461.098930848035
18831,455.27487613984215
18832,443.65469983956314
18833,453.98995279894586
18834,465.1631992415218
18835,493.5851448798247
18836,474.31827804540706
18837,442.72592372902335
18838,444.3320779051437
18839,433.82922624912266
18840,387.3566113660846
18841,309.13084132833615
18842,261.6199063758071
18843,216.16718202177213
18844,181.94857036587211
18845,162.873983180497
18846,175.13375935413592
18847,203.10890273968752
18848,233.89257429977312
18849,302.24031019424746
18850,428.99579501254203
18851,475.5980884968397
18852,480.6369184570327
18853,425.08588324015193
18854,454.52035989286367
18855,448.77939788903734
18856,437.3250084713311
18857,447.51280675150235
18858,458.5266427300659
18859,486.5430880005374
18860,467.5511045850011
18861,436.4094833556124
18862,437.99272227753096
18863,427.6397164576815
18864,536.4026495821076
18865,428.07737751338664
18866,362.28531241145845
18867,299.3434106629751
18868,251.95825337209055
18869,225.544197678459
18870,242.52125765332664
18871,281.26060169479797
18872,323.8891318506694
18873,418.5355262866367
18874,594.0636466556464
18875,658.5974456617396
18876,665.5751031022804
18877,588.649289515992
18878,629.4094851659265
18879,621.4595311967859
18880,605.5977525341361
18881,619.7055845177426
18882,634.9572947702904
18883,673.7538327252091
18884,647.4541648584711
18885,604.3299541193924
18886,606.522387468196
18887,592.1857798308017
18888,530.1739428892819
18889,423.1065437032961
18890,358.0784559541167
18891,295.8674354661666
18892,249.03251454452496
18893,222.92517882256357
18894,239.70510120466884
18895,277.99460404626024
18896,320.12813177942917
18897,413.67549243744173
18898,587.1653805587671
18899,650.9498131959658
18900,657.8464460896779
18901,581.8138949253951
18902,622.1007832498653
18903,614.2431441332592
18904,598.5655524185918
18905,612.5095642801948
18906,627.5841716981441
18907,665.9302043175531
18908,639.9359281512258
18909,597.3124756769739
18910,599.4794504933043
18911,585.3093195204324
18912,545.3566552709409
18913,435.2231425026198
18914,368.3328305414307
18915,304.34025884051334
18916,256.164115583621
18917,229.30913812136998
18918,246.5695909760324
18919,285.95559906213373
18920,329.29571425924166
18921,425.5220120660582
18922,603.9801697672078
18923,669.5912117807186
18924,676.6853451269359
18925,598.4754324165914
18926,639.9160255701769
18927,631.8333654462082
18928,615.7068109542611
18929,630.0501406706561
18930,645.5564430667589
18931,685.0005997868459
18932,658.2619195925652
18933,614.4178495675843
18934,616.6468805370241
18935,602.070956284688
18936,529.3853659088703
18937,422.4772180166967
18938,357.54585258623354
18939,295.42736433103966
18940,248.66210534019177
18941,222.5936014851041
18942,239.34856552909963
18943,277.58111683443155
18944,319.6519754558504
18945,413.0601944299259
18946,586.2920349162409
18947,649.9815950385587
18948,656.8679699291846
18949,580.9485090448266
18950,621.1754749359687
18951,613.3295232163213
18952,597.6752502409097
18953,611.5985218776939
18954,626.6507074309741
18955,664.9397044321311
18956,638.9840919686925
18957,596.4240373167925
18958,598.5877889900767
18959,584.4387345699937
18960,516.6871669179529
18961,412.34339088625677
18962,348.9695135393043
18963,288.34104177431914
18964,242.69752622930312
18965,217.25431931414707
18966,233.6073873458661
18967,270.9228665602987
18968,311.98458482972393
18969,403.15225045967065
18970,572.2288336916008
18971,634.3906925207618
18972,641.1118861194246
18973,567.0134812817097
18974,606.2755356913839
18975,598.6177823289731
18976,583.3390034380244
18977,596.9283019708392
18978,611.6194355198284
18979,648.9900064850699
18980,623.6569830715308
18981,582.1178029617638
18982,584.2296534094311
18983,570.4199878733818
18984,401.5249627026392
18985,320.43792694501934
18986,271.18918347449016
18987,224.07393381701354
18988,188.60370724616448
18989,168.8314284636612
18990,181.53963074140887
18991,210.5380215649715
18992,242.44766816019134
18993,313.2953607013221
18994,444.68718368977795
18995,492.9940502930064
18996,498.2171856480381
18997,440.6342589880595
18998,471.14536114395423
18999,465.1944118460084
19000,453.3210549733686
19001,463.8814925764375
19002,475.2981818770527
19003,504.3393852854929
19004,484.65273167274387
19005,452.3720426752543
19006,454.0131917622178
19007,443.28150381963985
19008,395.91849690481763
19009,315.96367392311555
19010,267.40258731455265
19011,220.94520468975685
19012,185.97024648471972
19013,166.4740466886709
19014,179.00480520067498
19015,207.59829346164264
19016,239.06238782755025
19017,308.92083884702595
19018,438.4780467302592
19019,486.1104078342829
19020,491.2606129049101
19021,434.48171274102947
19022,464.56679044868196
19023,458.69893385181985
19024,446.9913638552032
19025,457.4043467848862
19026,468.66162562778675
19027,497.29732868441556
19028,477.88555847968803
19029,446.0556025513865
19030,447.6738363850535
19031,437.09199427272733
19032,544.9645349282114
19033,434.9102099544378
19034,368.06799322010255
19035,304.1214332234616
19036,255.9799294004566
19037,229.14426110563704
19038,246.39230341277315
19039,285.74999231574867
19040,329.0589452621336
19041,425.2160547891136
19042,603.5458981600275
19043,669.1097647626718
19044,676.1987973111411
19045,598.0451188054778
19046,639.4559154957155
19047,631.3790669363941
19048,615.2641077005301
19049,629.5971243285821
19050,645.0922774399896
19051,684.5080731671334
19052,657.7886185206488
19053,613.9760730981435
19054,616.2035013579084
19055,601.6380574331857
19056,538.7358284041471
19057,429.93937627902767
19058,363.86113687674197
19059,300.64545812083173
19060,253.05419065216142
19061,226.5252423207017
19062,243.57614704041669
19063,282.4839947557004
19064,325.29794529279445
19065,420.3560210715971
19066,596.647632250051
19067,661.4621325041041
19068,668.47014050794
19069,591.2097244000802
19070,632.1472137776775
19071,624.1626800683894
19072,608.2319077755172
19073,622.4011042860043
19074,637.719154567612
19075,676.684444971452
19076,650.2703820171037
19077,606.9585948458578
19078,609.160564573839
19079,594.7615973091283
19080,553.91854063899
19081,442.05597496118435
19082,374.1155113648965
19083,309.11828141324656
19084,260.18579162229514
19085,232.90920155777542
19086,250.44063674540087
19087,290.4449896945913
19088,334.4655276839568
19089,432.2025405856581
19090,613.4624212958931
19091,680.1035309085952
19092,687.3090393630264
19093,607.8712617301599
19094,649.9624559257161
19095,641.7529012112415
19096,625.3731661454311
19097,639.9416805068488
19098,655.6914257624355
19099,695.7548402563348
19100,668.5963732812313
19101,624.0639685710597
19102,626.3279944515504
19103,611.5232339112993
19104,537.9472514055043
19105,429.3100505778787
19106,363.3285334965454
19107,300.20538697553064
19108,252.6837814392646
19109,226.19366497557638
19110,243.21961135660462
19111,282.0705075343121
19112,324.82178895820726
19113,419.740723049856
19114,595.7742865873336
19115,660.4939143243125
19116,667.4916643248249
19117,590.3443384995045
19118,631.2219054423883
19119,623.2490591303291
19120,607.341605577252
19121,621.4900618624406
19122,636.7856902788608
19123,675.6939450631302
19124,649.3185458125646
19125,606.0701564651363
19126,608.2689030499967
19127,593.8910123385622
19128,525.2490523026894
19129,419.1762233581387
19130,354.75219437404076
19131,293.1190643563649
19132,246.71920227581563
19133,220.85438275756917
19134,237.47843312277934
19135,275.41225720150624
19136,317.1543982645151
19137,409.8327789922911
19138,581.7110852387673
19139,644.9030116691273
19140,651.735580376221
19141,576.409310613591
19142,616.3219660665039
19143,608.5373181133399
19144,593.0053586480344
19145,606.8198418263107
19146,621.7544182352583
19147,659.7442469755191
19148,633.9914367803392
19149,591.7639219840398
19150,593.9107673428261
19151,579.8722655184159
19152,410.08684818535016
19153,327.27075949509015
19154,276.9718643753985
19155,228.85195645373472
19156,192.62538333869747
19157,172.43149194827924
19158,185.41067656261893
19159,215.02741225755167
19160,247.61748165414133
19161,319.9758893103886
19162,454.1694353454509
19163,503.5063695616655
19164,508.8408800264026
19165,450.0300884274584
19166,481.1917916340367
19167,475.11394774388555
19168,462.9874102939918
19169,473.7730325450991
19170,485.43316470845843
19171,515.093625899004
19172,494.9871854998105
19173,462.01816180791195
19174,463.69430580639494
19175,452.73378157283753
19176,404.48038230224586
19177,322.79650640512625
19178,273.1852681578612
19179,225.72322727888533
19180,189.99192253719383
19181,170.0741101374296
19182,182.87585098332656
19183,212.08768410950512
19184,244.23220127000505
19185,315.6013673895494
19186,447.9602982914819
19187,496.62272699823154
19188,501.88430717745484
19189,443.87754208683896
19190,474.6132208386946
19191,468.61846965089114
19192,456.65771907954235
19193,467.29588665502064
19194,478.7966083582405
19195,508.05156919080633
19196,488.2200122038159
19197,455.7017215879616
19198,457.3549503327995
19199,446.5442719317732
19200,553.5264204002916
19201,441.74304249602477
19202,373.8506741138309
19203,308.89945585425016
19204,260.00160548799613
19205,232.74432458578508
19206,250.2633492291768
19207,290.2393830027547
19208,334.22875874966456
19209,431.89658338988534
19210,613.028149803927
19211,679.6220840182784
19212,686.8224916763148
19213,607.4409482332105
19214,649.502345973324
19215,641.2986028219548
19216,624.9304630091513
19217,639.4886642849619
19218,655.2272602588115
19219,695.2623137672916
19220,668.1230723348838
19221,623.6221922188242
19222,625.8846153900652
19223,611.0903351746471
19224,547.2977138112299
19225,436.7722087687432
19226,369.6438177265711
19227,305.423480715348
19228,257.07586670917044
19229,230.1253057735198
19230,247.4471928274333
19231,286.9733854086251
19232,330.4677587410788
19233,427.03654962165365
19234,606.1298838219659
19235,671.9744516799065
19236,679.0938347924639
19237,600.6055537564844
19238,642.1936441790185
19239,634.0822158786459
19240,617.8982630107563
19241,632.2926441672926
19242,647.854137309494
19243,687.4386854899693
19244,660.6048357528847
19245,616.60471389331
19246,618.8416785325014
19247,604.2138749788326
19248,562.4804261029547
19249,448.88880749629465
19250,379.8981922531437
19251,313.8963040395062
19252,264.20746770602267
19253,236.50926503451106
19254,254.31168255813532
19255,294.93438037734194
19256,339.63534116658747
19257,438.88306918009755
19258,622.9446729308047
19259,690.6158501542376
19260,697.9327337181303
19261,617.2670911489865
19262,660.008886393802
19263,651.6724370873997
19264,635.0395214448899
19265,649.8332204538528
19266,665.8264085716506
19267,706.5090808462993
19268,678.9308270856707
19269,633.7100876825971
19270,636.0091084745306
19271,620.9755116438012
19272,546.5091368199323
19273,436.1428830734563
19274,369.11121435133566
19275,304.98340957414604
19276,256.7054574997239
19277,229.79372843148312
19278,247.0906571469423
19279,286.55989819108845
19280,329.99160241092693
19281,426.4212516056439
19282,605.2565381673837
19283,671.0062335091336
19284,678.1153586184632
19285,599.7401678639696
19286,641.2683358523484
19287,633.1685949490959
19288,617.0079608207841
19289,631.381601752215
19290,646.9206730294378
19291,686.448185590874
19292,659.6529995572118
19293,615.716275520864
19294,617.9500170169649
19295,603.3432900163758
19296,533.8109377604598
19297,426.0090558883056
19298,360.53487525810425
19299,297.89708697916774
19300,250.74087835663354
19301,224.45444623170025
19302,241.3494789327131
19303,279.90164788100884
19304,322.32421174340556
19305,416.5133075818974
19306,591.1933368668188
19307,655.4153309071642
19308,662.3592747236389
19309,585.80514002562
19310,626.3683965273215
19311,618.4568539823217
19312,602.6717139404998
19313,616.7113817661585
19314,631.8894010371409
19315,670.4984875577032
19316,644.3258905773017
19317,601.4100410885985
19318,603.5918813588023
19319,589.3245432440792
19320,418.6487336053672
19321,334.1035919951279
19322,282.7545452339635
19323,233.62997905546905
19324,196.64705940178197
19325,176.031555406536
19326,189.28172235548348
19327,219.51680291725853
19328,252.78729511023568
19329,326.6564178705373
19330,463.6516869316906
19331,514.0186887533488
19332,519.4645743269757
19333,459.42591779805684
19334,491.2382220505548
19335,485.03348356912744
19336,472.65376554383374
19337,483.6645724413304
19338,495.56814746565124
19339,525.8478664337678
19340,505.3216392512037
19341,471.6642808699364
19342,473.3754197796826
19343,462.1860592568214
19344,413.04226775528866
19345,329.6293389315203
19346,278.96794903873166
19347,230.50124989904995
19348,194.01359861579112
19349,173.67417360957288
19350,186.74689679112288
19351,216.57707478652884
19352,249.40201474604083
19353,322.28189597546697
19354,457.44254991429756
19355,507.1350462304639
19356,512.5080015190067
19357,453.27337149367986
19358,484.6596512939647
19359,478.53800551439554
19360,466.3240743666703
19361,477.1874265894065
19362,488.931591154527
19363,518.8058097670524
19364,498.55446599507206
19365,465.3478406871941
19366,467.0360643434301
19367,455.99654965221725
19368,562.0883058245619
19369,448.5758749994568
19370,379.63335497526845
19371,313.67747845835805
19372,264.02328155307845
19373,236.3443880458302
19374,254.13439502396432
19375,294.72877366469163
19376,339.39857220832704
19377,438.57711195335264
19378,622.5104013948771
19379,690.1344032151837
19380,697.4461859821654
19381,616.8367776084763
19382,659.5487763948328
19383,651.2181386521243
19384,634.5968182637951
19385,649.380204186107
19386,665.3622430210389
19387,706.0165543073977
19388,678.4575260914107
19389,633.2683112856404
19390,635.565729368162
19391,620.5426128633264
19392,555.8595992606652
19393,443.60504129225825
19394,375.42649860500507
19395,310.2015033334993
19396,261.09754278607323
19397,233.7253692441462
19398,251.31823863359855
19399,291.46277608375726
19400,335.6375722149363
19401,433.71707820475626
19402,615.6121354407861
19403,682.4867709077096
19404,689.7175291295395
19405,610.0013831593664
19406,652.2400746300557
19407,644.0017517379708
19408,627.5646182938112
19409,642.1841840975106
19410,657.9891201015101
19411,698.1929260616841
19412,670.9392895397865
19413,626.250832988478
19414,628.522792539053
19415,613.6661526952939
19416,571.0423115304618
19417,455.72164000231
19418,385.68087311676743
19419,318.6743266454205
19420,268.22914377262543
19421,240.10932849591723
19422,258.1827283543863
19423,299.4237710409762
19424,344.80515462720444
19425,445.5635977460906
19426,632.4269245253397
19427,701.1281693551172
19428,708.5564280279972
19429,626.6629205278047
19430,670.055316819109
19431,661.5919729213194
19432,644.7058767031881
19433,659.7247603587374
19434,675.9613913377098
19435,717.2633213904711
19436,689.2652808461046
19437,643.3562067530602
19438,645.6902224562875
19439,630.427789336054
19440,555.0710222666149
19441,442.97571559477456
19442,374.8938952279105
19443,309.7614321907613
19444,260.7271335753337
19445,233.39379190095207
19446,250.96170295186303
19447,291.0492888647773
19448,335.16141588312234
19449,433.1017801865988
19450,614.7387897831554
19451,681.5185527335569
19452,688.7390529521234
19453,609.1359972638309
19454,651.3147663001556
19455,643.0881308052317
19456,626.6743161007313
19457,641.2731416792531
19458,657.0556558181956
19459,697.2024261591313
19460,669.9874533407911
19461,625.3623946129308
19462,627.6311310204039
19463,612.7955677297983
19464,542.372823190431
19465,432.84188839628735
19466,366.31755612339225
19467,302.6751095864571
19468,254.7625544243937
19469,228.05450969414247
19470,245.2205247300782
19471,284.39103854593515
19472,327.49402520551035
19473,423.193836149813
19474,600.6755884640826
19475,665.9276501110692
19476,672.9829690365633
19477,595.2009694071421
19478,636.4148269555196
19479,628.3763898190962
19480,612.3380692015799
19481,626.6029216738898
19482,642.0243838061169
19483,681.2527281049701
19484,654.6603443407099
19485,611.0561601618377
19486,613.2729953433454
19487,598.7768209390524
19488,427.21061904994997
19489,340.9364245147704
19490,288.53722610912007
19491,238.40800167091248
19492,200.66873547640543
19493,179.631618875122
19494,193.1527681594548
19495,224.00619358984628
19496,257.95710858116314
19497,333.33694644985377
19498,473.13393854513686
19499,524.5310079751938
19500,530.0882686580303
19501,468.8217471956137
19502,501.28465249589806
19503,494.9530194228304
19504,482.3201208214103
19505,493.55611236594245
19506,505.7031302519233
19507,536.6021069993874
19508,515.6560930322485
19509,481.3103999596375
19510,483.05653378074726
19511,471.6383369679257
19512,421.60415318713547
19513,336.4621714409989
19514,284.7506299052864
19515,235.279272507386
19516,198.0352746844323
19517,177.27423707280371
19518,190.61794258933597
19519,221.0664654524386
19520,254.57182820927824
19521,328.96242454484604
19522,466.9248015136387
19523,517.6473654366717
19524,523.1316958342583
19525,462.6692008772603
19526,494.7060817243638
19527,488.4575413533431
19528,475.990429629868
19529,487.07896649930484
19530,499.06657392572316
19531,529.5600503166751
19532,508.8889197607442
19533,474.99395976254635
19534,476.71717833009404
19535,465.44882734926125
19536,570.6501912675426
19537,455.40870751782086
19538,385.4160358493431
19539,318.45550107290757
19540,268.04495762694944
19541,239.94445151374265
19542,258.0054408272114
19543,299.2181643364395
19544,344.5683856782873
19545,445.2576405314192
19546,631.9926530065492
19547,700.646722435062
19548,708.0698803112323
19549,626.2326070042752
19550,669.5952068382963
19551,661.1376745039713
19552,644.263173539563
19553,659.2717441088683
19554,675.4972258054147
19555,716.7707948710051
19556,688.7919798705218
19557,642.9144303735368
19558,645.2468433674153
19559,629.9948905726621
19560,564.4214846939399
19561,450.4378738028764
19562,381.2091794725244
19563,314.97952594263234
19564,265.11921885538516
19565,237.32543270797754
19566,255.18928443245733
